Text,Sentiment
amzn back to shorting a few - clearing 50 day ma.  ,decrease
dnkn clearing back about this resistance area - worth eyeing  ,increase
"gs continues to trend higher, a solid run since dec.  ",increase
bac holding up well - could see much higher prices by year end.  ,increase
a couple biotech stocks that are setting up well in various time frames: jazz pcyc,increase
"aap resistance near 500-bearish below 555, targets at 420 and 350  ",decrease
aap bounced back to the trendline. should it break above? i still short here,decrease
znga suddenly jumped to 3.61,increase
bks remember that one? - low volatility pointed out couple weeks ago. forgot to check. next. :)  ,increase
"annoyed with bbg steadily going up, i want to grab more",increase
ovti maybe today is the day for a breakout over 16.  ,increase
i think its a great level to long tivo after its pullback from 13.5 to 13.0,increase
znga continuing rally,increase
gmx -10% ouch,decrease
shd sure is wound tight here:  ,increase
sb wfc broke trend line ho hum ca,increase
doesn't seem to be much talk on financials today. gs xf new highs ,increase
wmt want more march calls,increase
keep an eye on ida presentation bout postive drug results at a conf 3pm in nyc today on watch for volume to come in,increase
cst about to go ed to geen watch break of 50day by wks end time to rock and roll baby,increase
"dpz a five bagger in pizza, no carbs, if you own domino's stock since 2010...' the markets are magical '",increase
fs nice breakout w volume. next resistance lies at 33.38  ,increase
"green weekly & monthly triangle on essx,.....net profit  18,664.75 (6.81%)  ",increase
aap is having a great day! i think we've seen the bottom.,increase
currently holding ana dvax endp fb gae nkd wcx,increase
nkd a strong follow thru day on volume - exactly what you want to see for confirmation  ,increase
we have a joke abt how often it seems jef is wrong when they make a reco or pt change the day b4 a co reports: raised pt on kos...#uhoh,increase
tek long 1.65,increase
"green weekly triangle on mnk,....open ong position at 3.17,...opening both ong and short   ",increase
"green weekly triangle on mnk,....open short position at 3.17,...opening both ong and short   ",increase
znga byd mgm these ready to sell yet on the nj online gambling bill that will fail?,decrease
nvda wants to breakout.12.69 is short-term resistance.   ,increase
"exp watch this consolidation, a volatility squeeze seems eminent. eady for next move up   ",increase
gmx -13%,decrease
pcs - shhhhh,increase
p is breaking out.  ,increase
is this a potential h&s on  with neckline 65ish?  ,decrease
eap abouve 6 again - lining up to break out,increase
hmmm user: tsa user coming after nyt writer. elon says vehicle log shows he took long detour.  wow,increase
aap crack nder 480 !!!,decrease
aap sell off !!!  somebody know something and dump ?,decrease
m settling in with 27.40.   ,increase
"green weekly triangle on pby,....scaling p  ",decrease
"an doing what it needed to today, bouncing at support  ",increase
"gmc still sitting above key support, may test further but no damage done longer-term  ",increase
ast time aap dropped was when tim cook this was when tim cook spoke.... hummmm !!!!,decrease
gmx -18% any news ?,decrease
mco out the last 1/2 from this morning +1.00  30 min opening range,increase
"aap setting up for a sell the news tomorrow on cook speech.  he is no jobs, market will be disappointed.  iwatch?  gimme a break.",decrease
"user: aap setting up for a sell the news tomorrow on cook speech.  he is no jobs, market will be disappointed. iwatch? gimme a break",decrease
user: aap is weak.. wants lower. tmrw will be nasty folks. sideline if ya long.. bears taking over.,decrease
aap made in sa = ess profit for shareholder and share will drop on anticipation...,decrease
user: aap if tc announces bringing cash back to s>> made in sa = ess profit for shareholders & share will drop on anticipation...,decrease
goog can break above the old 52 week high of 786.67 tomorrow. it gave us another green candle on the daily and weekly! what a beast!,increase
"invn - do i believe? well, 111 tweets since 2012 says i do (tweets w/ invensense mentioned)  ",increase
esrx gap fill idea.. 56 looks big  ,increase
" , es,spy, ground hog week, distribution at highs..  ",decrease
omex odyssey's ecord breaking ecovery to be featured on discovery channel sive sh premieres february 24 - 8 pmet  ,increase
evc - so close to magic 2.00++++ - ready for a big volume day with great earnings due 3/7 target 3.00,increase
", amzn,,,headed to lower weekly channel support at approx. 233??  ",decrease
ocn over 41.50  ,increase
momentum monday post - thick and deep but dont chase ....nkd nfx tsa  ,increase
fos  bullish engulfing.,increase
ovti if it clears the 16.03 resist the move may be powerful.breakout candidate! nder accumulation  ,increase
expect nfx to trade higher on dish founders positive comments about nfx.  basically calls them game changer.  ,increase
fos worth eyeing - earnings coming out so could move either way  ,increase
"watch szym, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o  ",increase
nx will be watching this week for higher prices   ,increase
user: shd  could be getting ready for a move to the 200 day   ,increase
"nfx held the 10 day ma like a champ yesterday, lets see if it can squeeze some more shorts   ",increase
t user invn ..lots of bullish technical discussions tonight. fundamentals have always suggested a higher price.,increase
v can only appreciate!!!!!,increase
invn last one...watch for the breakout...good luck today   ,increase
amzn looking to add to short position on any bounce  ,decrease
"nis sold stocks at 2.24, now we are at 2,15. we will come back p soon. patience my friends. i'm ong",increase
"mea sell stocks at 1,3 we wait for it lower",decrease
mitk moving again,increase
cox continues the pattern - tension building as it creeps up,increase
fs obama speech tonight moving it on up in channel - squeeze continues,increase
gae 2 & 3 calls waking up,increase
bac  out  12.06 waiting for a pullback to comeback 3k profit   :),increase
xxia on watch list with 21% ave full day volume close to line  ,increase
joe successful test of that 22-23 support i highlighted last week   ,increase
aap cover my short b4 conference !,decrease
ec nice set up,increase
yge opening range is in. feet up. fs jaso x and bd similar trades.   ,increase
aap back to yday opening range high - support bounce   ,increase
cook should inquire as to how many indictments goldman has faced every time he is asked for numbers...walk off the stage  gs aapl,increase
opxa taking some here long small stop,increase
"green weekly triangle on heo,.....open today scaling  ",decrease
"green weekly triangle on heo,.....second scaling  ",decrease
"nw - ong  19.75. trailing stop  21.08 from 6 prior stops of 21.06, 20.26, 19.93, 19.75, 18.95 and 18.15:  ",increase
"green weekly triangle on heo,.....third scaling and closed  ",decrease
axp new multi-yr highs,increase
p breaking out after expanding from shark pattern yesterday  ,increase
"green weekly triangle on heo,....net profit  30,990.00 (3.08%)  ",decrease
fs - daily   ,increase
nihd  gap and go? (likely)  also liking the action today on:  wt cm  others:   also bullish:  dia qqq spx t,increase
"aap like i said yesterday, appe is a broken stocks and tc is not the right ceo for the company. still shot.",decrease
aap when i got lot of hate mails yesterday after saying shot apple i realized my short was definitely going to work today.,decrease
"goog has been trading like a leader, ride it until it stops.",increase
"aap enjoying some really nice gains right now from my shot. next stop 465, if that does not hold i expect appe to make a new 52ow soon.",decrease
"based on historical research about gs upgrades/downgrades, k is a short right now after being upgraded from sell to neutral. sell signal.",decrease
ike it or not aap will fill the gap b4  will see 500.00 imo,decrease
new post: amzn is still in the grasp of corrective forces  ,decrease
ctic long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - gae hot too at new hod,increase
long aap 470.10 holla,increase
price match is a reputation destroyer since you can match price anytime with gr8 technology. price match = friction. amzn,increase
"ed monthly triangle on csn,....scaling",increase
aap hit resistance yesterday and continues to roll over - holding short currently  ,decrease
aap 480 weekly uptrend support becoming new resistance and bear flag in the making   ,decrease
nfx si is sloping lower/macd is about to cross down.negative divergence on daily.distribution ?  ,decrease
"user: ocn trying to go, looking for follow-through i think the follow through is coming. this wants more",increase
amzn clearing this rising trend line / support off 5 minute looking to add to short position   ,decrease
phm ready to go. i'll buy some even up here too along with user,increase
amzn sharing a few trading insights posted video  ,decrease
